id,umap1,umap2,celltype
2940_Patient1_0DPHBP,11.671131,-1.4797829,Macrophage
2950_Patient1_0DPHBP,11.440269,-2.10597,Macrophage
2953_Patient1_0DPHBP,10.478644,0.9610198,Macrophage
2962_Patient1_0DPHBP,10.824527,2.2043006,Macrophage
2963_Patient1_0DPHBP,11.026593,0.218005,Macrophage
2984_Patient1_0DPHBP,12.531595,-1.0159347,Macrophage
3005_Patient1_0DPHBP,8.479719,1.6458015,Macrophage
3024_Patient1_0DPHBP,0.6209398,4.2233515,Macrophage
3054_Patient1_0DPHBP,0.25947738,2.6925998,Macrophage
3118_Patient1_0DPHBP,10.535273,0.7666868,Macrophage
3119_Patient1_0DPHBP,11.104796,0.27451545,Macrophage
3164_Patient1_0DPHBP,-0.09737942,4.215712,Macrophage
3180_Patient1_0DPHBP,1.0271252,4.509959,Macrophage
3376_Patient1_0DPHBP,1.0414443,6.065207,Macrophage
3386_Patient1_0DPHBP,1.2806381,5.148053,Macrophage
3392_Patient1_0DPHBP,1.755676,4.8162355,Macrophage
3408_Patient1_0DPHBP,5.1832,4.2714725,Macrophage
3411_Patient1_0DPHBP,10.431951,-2.6587389,Macrophage
3412_Patient1_0DPHBP,9.603051,-2.9158988,Macrophage
3413_Patient1_0DPHBP,11.8949995,-1.8164384,Macrophage
3414_Patient1_0DPHBP,9.700367,-2.8775632,Macrophage
3415_Patient1_0DPHBP,8.62925,-2.4865654,Macrophage
3448_Patient1_0DPHBP,12.015542,-0.52090627,Macrophage
3487_Patient1_0DPHBP,9.780712,-2.2383218,Macrophage
3490_Patient1_0DPHBP,10.615135,-2.6318364,Macrophage
3620_Patient1_0DPHBP,9.499368,-2.4863164,Macrophage
3630_Patient1_0DPHBP,0.8500519,5.1497993,Macrophage
3632_Patient1_0DPHBP,10.385578,-2.0815313,Macrophage
3648_Patient1_0DPHBP,11.202192,-2.3118982,Macrophage
3654_Patient1_0DPHBP,1.211028,3.5213933,Macrophage
3666_Patient1_0DPHBP,9.395953,-2.764322,Macrophage
3667_Patient1_0DPHBP,8.924508,1.2303746,Macrophage
3698_Patient1_0DPHBP,9.2936,-2.5347085,Macrophage
3705_Patient1_0DPHBP,9.59135,-2.2508717,Macrophage
3708_Patient1_0DPHBP,1.9054599,5.4657755,Macrophage
3735_Patient1_0DPHBP,9.726294,-2.5136046,Macrophage
3746_Patient1_0DPHBP,10.728312,-2.5144548,Macrophage
3749_Patient1_0DPHBP,1.0773835,5.425659,Macrophage
3765_Patient1_0DPHBP,11.244659,2.8612845,Macrophage
